,index,phi,theta,psi,d_phi,d_theta,d_psi,dd_phi,dd_theta,dd_psi,position_x,position_y,position_z,u,v,w,Va,pitot_Va,Tm_up,Tm_down,Tr_r,Tr_l,Tf_up,Tf_down,alpha,alpha_deg,d_alpha,delta_e,delta_a,tilt,F_x,T_x,F_z,T_z,L,D,M,L_total,D_total,Mt,Mg,Ma,CL_log,CD_log,Cm_log,Time_DIFF,CL_0,CL_alpha,CL_d_alpha,CL_q,CL_delta_e,k_L,CD_0,kappa,k_D,Cm_0,Cm_alpha,Cm_d_alpha,Cm_q,Cm_delta_e,k_m,CL,CD,Cm,L_calc,D_calc,Ma_calc,CL_kawano,CD_kawano,Cm_kawano,CL_RMSE,CD_RMSE,Cm_RMSE
216,86,-0.041925535,-0.162155345,-1.0104260440000001,0.083483741,-0.06524839476830224,0.032516863,1.051841426032935,-0.5812343180808867,-0.029222345624168693,0.082657337,1.875670195,-2.436210632,4.745219022746594,-0.6963948869343386,-0.0071481061532163714,4.800684252793411,4.112868786,20.29227583450666,24.127117065831108,1.330068863021357,2.6007337946066413,8.149907163611882,8.149907163611882,-0.0046079982267110044,-0.08630918875228766,-0.18085887636586814,0.1745329278174269,0.0,0.0,-10.300698345861557,0.0,-58.91276986063531,-64.65000988518953,-6.427681054978372,10.550301782661613,-0.09694988425589189,58.928219773975954,10.211941702467941,8.022447603097065,-2.0303757724766673,-4.958826015728607,-0.8610566433247551,1.4133257953124052,-1.5419507355770599,0.021535999999997557,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9451202724585579,1.6869689417876312,-0.23154707842735478,-7.055205620969416,12.593013934131653,-0.7446422572909347,-0.6888562532155807,1.624233123244965,-0.1892914229928857,0.5951930399786935,0.4083850155637772,0.691196805361917
217,87,-0.040526807000000005,-0.163222075,-1.00989604,0.125894383,-0.051766674934240045,0.031622897999999997,1.9497374726489132,-0.124506726748848,0.17158707944279775,0.070331454,1.876264691,-2.427724838,4.74176565914519,-0.7049564539184989,-0.06879744032129453,4.793400871309885,4.1143217089999995,20.375641948231102,24.043750952106667,2.610678825264121,3.5937791489045625,5.648174254462568,5.648174254462568,-0.00815402212350485,-0.8312360202872935,-0.10008443120364406,0.1745329278174269,0.0,0.0,-10.314808977727873,0.0,-56.10259472507842,-61.92019938343159,-6.737022564925217,10.336405406974732,-0.020767722021707846,56.24633068417957,9.499826508907027,4.898588482709674,-2.0281476909941865,-2.5134927313315147,-0.905240945815305,1.388883192354886,-0.7839494247293157,0.024623000000001838,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9362392885746176,1.6877591698359842,-0.23327847413846148,-6.967719746278063,12.560712884130165,-0.7479356838938738,-0.6910373650909598,1.6226320556738278,-0.1906168552877021,0.5951930399786935,0.4083850155637772,0.691196805361917
218,88,-0.036707249,-0.165886581,-1.008882284,0.173481673,-0.049735989435276066,0.040437151,1.9530880021199448,1.5655821389925133,0.17858571649404348,0.046860814,1.87587285,-2.423582077,4.737594536197905,-0.716062519370406,-0.02902370472090332,4.786617503483878,4.091414928,20.208909720782216,24.210483179555553,8.107998790030964,9.0,1.1980152021241248,1.1980152021241248,-0.011548236799723138,-0.3510040739523184,0.026464530071867904,0.1745329278174269,0.0,0.0,-10.211442576532061,0.0,-52.29088081787275,-63.92342209461698,-6.640309800775243,10.2602236597846,0.26113910078395125,52.35245629255876,9.89090978315486,-1.9614554126203243,-2.022580132875318,2.7428013794095873,-0.8947765241752398,1.3825570702274772,0.8578963559959335,0.020659999999999457,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9476812389364064,1.6920584124969955,-0.23741481429105926,-7.0329259305508955,12.557093035430928,-0.759044697624144,-0.6931251011450174,1.6246976232705022,-0.19188554435419913,0.5951930399786935,0.4083850155637772,0.691196805361917
219,89,-0.033251174,-0.16710411,-1.00807786,0.214336067,-0.07052800294627593,0.039709795,1.1461906414081642,-1.8000076561885292,-0.07442497629125772,0.028399706,1.874032736,-2.4223322869999997,4.7315589785892085,-0.725257842871194,-0.0629779870148085,4.786130908395104,4.070460796,20.208909720782216,24.210483179555553,8.107998790030964,9.0,1.1980152021241248,1.1980152021241248,-0.013619684791932653,-0.762573141127097,-0.2148759782770588,0.1745329278174269,0.0,0.0,-10.455872410961385,0.0,-59.153314775497826,-63.92342209461698,-7.041796625196215,10.169816201149679,-0.3002412770522467,59.28723303672093,9.66767374568356,-1.9614554126203243,-2.0201558207304973,4.491611832229442,-0.9490695081333319,1.3706533962222422,1.4051768430467821,0.022573000000001286,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9587503751674087,1.6942410277449482,-0.24010596497156866,-7.113625607399654,12.570734439576226,-0.7674925747543514,-0.6943992211020553,1.6267197656826098,-0.19265980988252496,0.5951930399786935,0.4083850155637772,0.691196805361917
220,90,-0.028209917,-0.169250473,-1.007254481,0.22303493300000002,-0.10466515118042322,0.037219536,1.6719264026250593,-1.877036371198871,0.11409619650614987,0.006450653000000001,1.871822476,-2.425793648,4.7288366449879,-0.73916909880286,-0.07290509527123801,4.790709466079043,4.0518784519999995,20.709106403128892,23.71028649720889,5.09069155019148,9.0,2.280925683438506,2.280925683438506,-0.015048701693079505,-0.883266577330244,-0.1726397285452578,0.1745329278174269,0.0,0.0,-9.50700639675953,0.0,-56.76540194804935,-63.07193581740628,-8.11198306393598,10.00650036435474,-0.31308966671597166,56.90521027438971,8.630821083716393,-0.22295535915654874,-2.01573894643997,0.4449770395535083,-1.0912168323623235,1.3460656345756135,0.13894273643295574,0.020702999999997473,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0118036391797627,1.702750280027894,-0.2461468582661943,-7.521634327511696,12.658053856992021,-0.7883082131431873,-0.6952781902866756,1.6367376780049865,-0.1931939476113571,0.5951930399786935,0.4083850155637772,0.691196805361917
221,91,-0.023150867000000002,-0.172365025,-1.006299973,0.286690354,-0.13057946448552654,0.044647422,1.8890948817403912,-1.4255161895526893,-0.22030410219655286,-0.012986302,1.869553447,-2.422409058,4.7297271493276,-0.7495395302967847,-0.09830057152855065,4.793002775669884,4.048540592,20.62574028940445,23.793652610933336,1.5583068737913628,2.004567391382879,8.403944171853125,8.403944171853125,-0.017952991089469014,-1.1906388991488182,-0.16665961035558222,0.1745329278174269,0.0,0.0,-9.48670594529869,0.0,-55.31927333017312,-64.79015550921827,-8.878708557059559,9.894972332677431,-0.2377761004173886,55.50445440167043,8.335174445916323,8.365697818530856,-2.0090918539794353,-4.826414806458299,-1.1932134173986875,1.3297895382264544,-1.50559164733971,0.026735000000002174,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0512031394224568,1.7097844620463856,-0.2515343847695417,-7.822009183860445,12.722516955092543,-0.8063336968760264,-0.6970645798532349,1.6445264347881356,-0.1942795124782346,0.5951930399786935,0.4083850155637772,0.691196805361917
222,92,-0.015331767,-0.177263781,-1.005302191,0.312649816,-0.13753839979249793,0.02676875,0.3839387903627167,0.4283814302677209,-0.3597242502010757,-0.038332938999999996,1.8665933609999998,-2.416277409,4.728713275853926,-0.7628000484950843,-0.11030261755643733,4.78958968580363,4.054692745,20.542374175679992,23.877018724657777,1.564186985261284,2.028305104574005,8.36129672205628,8.36129672205628,-0.023247877041200824,-1.3362469297201516,-0.11962419786928712,0.17453292781742688,0.0,0.0,-10.003424264103506,0.0,-53.83576792298457,-64.73447843428562,-8.427178142801049,9.970895081382002,0.07145402256865585,54.05440543953831,8.745264858374528,8.314181775863855,-1.9984714943039679,-5.347580604069705,-1.1341467262296894,1.3419032827482595,-1.6705467456929515,0.025479000000000696,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0694282744038528,1.7146112472931827,-0.2563413418083045,-7.946293341876132,12.740269043164043,-0.8205732590300395,-0.7003213933898109,1.6482299379386638,-0.19625863417680534,0.5951930399786935,0.4083850155637772,0.691196805361917
223,93,-0.007900598,-0.181481421,-1.0044641490000001,0.306737334,-0.13347216015679378,0.02586478,0.19183274051670876,1.3966433941769085,-0.12577233711742042,-0.059598088,1.863934994,-2.414918423,4.727119633755235,-0.7726370392360454,-0.12778921403585586,4.7863615847845065,4.117269039,20.167226663919994,24.252166236417775,5.202557288470638,6.927117088166661,2.826638077649542,2.826638077649542,-0.02919685835826974,-1.5485116535537613,-0.1387995167185962,0.17453292781742688,0.0,0.0,-10.435350510316736,0.0,-54.82429121350912,-62.20234343227415,-7.108214332578588,10.199534782961267,0.23296011814870834,55.08626753522463,8.950004266729612,0.7368244399898205,-1.9891884314063333,-0.765134462296572,-0.9579287213663165,1.3745262672220269,-0.23934517012843715,0.02147199999999927,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0663458371575565,1.7150442714786904,-0.25861775315380053,-7.912712704090954,12.72631459900634,-0.8267447193252156,-0.7039805322379161,1.647599087606363,-0.1984822435456064,0.5951930399786935,0.4083850155637772,0.691196805361917
224,94,-0.001349255,-0.18457104300000002,-1.003822803,0.321656555,-0.12840502196984346,0.020863613,0.8922285752014296,-0.8102056428540488,-0.3945971433602074,-0.078161776,1.861648798,-2.41639328,4.724515836065202,-0.7812669750785012,-0.14101519147588526,4.790563580779266,4.234032153999999,20.709106403128892,23.71028649720889,6.850937461902657,9.0,1.8461636993122394,1.8461636993122394,-0.03340407142328261,-1.7096306968235964,-0.3368010622305547,0.17453292781742688,0.0,0.0,-9.89663864254308,0.0,-60.152785537065114,-63.962657760864914,-6.166045778714487,10.428431710258387,-0.13514230122805534,60.42126795592683,8.097619581538604,-1.0252059773015352,-1.9822889779043746,3.4524639273666633,-0.8295015777002832,1.4029089090549134,1.0780870904578717,0.023965999999997933,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0436615625146617,1.7090731702614246,-0.25609083292477663,-7.757990032751084,12.704283741353331,-0.8201047676274202,-0.7065683327281065,1.643012542705489,-0.2000548150312591,0.5951930399786935,0.4083850155637772,0.691196805361917
225,95,0.007896351,-0.18854044399999997,-1.003225923,0.34727841600000003,-0.11814474359888173,0.007935075,1.1065101931926826,0.6914394077499398,-0.13558666992730284,-0.102807581,1.8584375380000002,-2.429058552,4.7270908956183275,-0.7874534274506929,-0.20021827343567788,4.7994943222864,4.290824413,20.709106403128892,23.71028649720889,6.850937461902657,9.0,1.8461636993122394,1.8461636993122394,-0.035852705979307994,-2.4253414349915117,-0.13472045611011305,0.17453292781742688,0.0,0.0,-9.940185200248733,0.0,-55.32284313567488,-63.962657760864914,-6.283738080911324,10.582948804940877,0.11533209321268997,55.69392986386836,7.590153539174649,-1.0252059773015352,-1.9732363836185567,2.6546413454226734,-0.8421913929075525,1.4184022758965553,0.8258721150438703,0.021015000000002004,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0452824993816345,1.7064630121724,-0.2541232841044905,-7.799036539661652,12.732220613457892,-0.816840966694387,-0.7080744550961592,1.643337009071667,-0.20097006529838057,0.5951930399786935,0.4083850155637772,0.691196805361917
226,96,0.013535581000000001,-0.190664291,-1.003008485,0.37142849,-0.09290454488816906,0.014764788999999999,1.9903417626216666,1.3238355403010706,-0.023576882196632745,-0.11622971300000001,1.85662663,-2.420548916,4.7290783519125155,-0.7897167761152214,-0.1698399985234208,4.802407273329964,4.33272171,21.08425391488889,23.33513898544888,2.6007337946066413,3.543467190197759,5.682075969037691,5.682075969037691,-0.03875717068524599,-2.056835147179573,-0.10253326732911051,0.17453292781742688,0.0,0.0,-10.565427922801437,0.0,-55.314355695106826,-61.92774582321755,-6.898762589038867,10.726992295488772,0.2208157681222186,55.65791959953614,8.573342347549179,4.94651555557172,-1.9682773751737186,-1.608670822066445,-0.9235000262125473,1.4359644266937772,-0.4998585460170378,0.02414500000000075,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0124931084030508,1.6990425930168551,-0.24978070929738339,-7.563561862101157,12.692248126899962,-0.8038572955559021,-0.7098609524932773,1.6368714193961957,-0.20205569569243553,0.5951930399786935,0.4083850155637772,0.691196805361917
227,97,0.025337325,-0.193017155,-1.002617598,0.43716225,-0.059175668133764854,0.006870343,1.4387680054340184,1.3387074212844934,-0.040105304673636315,-0.142037928,1.8547276259999999,-2.414523602,4.725579899945454,-0.7899530746363294,-0.22207932230728966,4.795189666923995,4.359861373999999,20.875838630577782,23.543554269760005,2.7844559573178604,1.618493756395461,7.414402882661284,7.414402882661284,-0.04308659176250142,-2.69064394724196,-0.0840875840625377,0.17453292781742688,0.0,0.0,-11.23186462682656,0.0,-55.74364578582017,-63.65114837937367,-7.056320670001155,10.916577387616229,0.2232963978702535,56.209452628848304,8.602689326925809,7.141337056138012,-1.9623966886430848,-3.7819221171292012,-0.9474371677860308,1.4657456266139977,-1.1786881424200746,0.021493999999997015,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9694456117145633,1.6932350485107213,-0.247348279508673,-7.2202351152939945,12.610872655436028,-0.7936381942275609,-0.712523921497422,1.628695908569047,-0.20367394607107547,0.5951930399786935,0.4083850155637772,0.691196805361917
228,98,0.032334629,-0.193779349,-1.002395511,0.43709242299999995,-0.040642446309727846,0.012934423,-0.05508939526731175,0.675791088149857,0.009478273905623433,-0.15654295699999998,1.854445696,-2.4159593580000003,4.726182542041758,-0.790679606759377,-0.18789952942206634,4.788199204940221,4.379935265,20.709106403128892,23.66860344034667,7.797612330571132,4.321215314535137,2.9016423896596795,2.9016423896596795,-0.04654801587103581,-2.276717627499248,-0.026684915904720347,0.17453292781742688,0.0,0.0,-10.434526389798354,0.0,-55.16715511030061,-62.299822267901185,-6.5972095316704005,11.071341932863412,0.11272195350339614,55.53812679741452,8.234732283302982,0.8195899587036246,-1.9601939171089133,-1.1844461439253569,-0.8883815818861042,1.4908691641068443,-0.37022761649328784,0.02186400000000077,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9510969025361,1.6921584913813235,-0.24777787758593628,-7.062939708443654,12.566136394607405,-0.7927003242935878,-0.7146529971744568,1.6253191017427324,-0.2049677566693786,0.5951930399786935,0.4083850155637772,0.691196805361917
229,99,0.044208977,-0.194329366,-1.001976371,0.434773684,-0.05021486055877408,0.007281302,-1.4715896174735308,-1.239518077344402,-0.10861069022587427,-0.18138009300000002,1.8535794019999998,-2.415540695,4.727174477648288,-0.7887848214214292,-0.2276360020950804,4.79391189534066,4.37853384,20.91752168744,23.501871212897782,9.0,8.684155092659761,1.4162329652311374,1.4162329652311374,-0.04647056423497525,-2.7569354267708075,-0.13226167823402768,0.17453292781742688,0.0,0.0,-10.470330105706745,0.0,-57.9847746968045,-64.93601392345983,-6.202260590322824,11.06345008799227,-0.20675161530104624,58.4212742442652,7.669199752125639,-1.8361227970166507,-1.9578878104051876,2.8076887064778955,-0.8332083274240967,1.4862578908307713,0.8755214123859558,0.021035000000001247,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9547003465774977,1.6909362670889307,-0.2468507826428188,-7.106626446534852,12.587040989540114,-0.7916198790874822,-0.7146053577089326,1.625977170469367,-0.20493880680815124,0.5951930399786935,0.4083850155637772,0.691196805361917
230,100,0.052220675999999994,-0.19536355100000002,-1.00170505,0.3739627,-0.06820017142211778,0.008275133,-2.044530478797345,-0.010883385470976555,0.07003829944386468,-0.19875454899999997,1.852949381,-2.430262566,4.730037092562724,-0.7851265986459356,-0.2149392772279416,4.808113552526831,4.335598946,21.042570858026668,23.376822042311115,4.378671676662501,5.940265170748163,3.444321425215998,3.444321425215998,-0.044264710097072175,-2.6018077918953617,-0.048898800395239236,0.1745329278174269,0.0,0.0,-10.58165672693076,0.0,-55.5163730276737,-61.626972598180444,-6.421298745831089,10.912707765893167,-0.0018153486965588894,55.939492404716674,8.05061008477378,1.7454918525243877,-1.9546359933280513,3.0337627026149563,-0.8575454218610115,1.4573597889094314,0.9404378269046453,0.024996999999999048,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9833042319648008,1.6915932311785173,-0.24585796691085093,-7.362980514528766,12.666647406559758,-0.7931143439964043,-0.7132485663291892,1.6312891525624253,-0.20411430297029654,0.5951930399786935,0.4083850155637772,0.691196805361917
231,101,0.06097868099999999,-0.196268037,-1.001315832,0.340659857,-0.060924250528779124,0.010505305,-0.7569167603319958,0.7259177113954576,0.05770060954521777,-0.21980249899999998,1.852415919,-2.431568623,4.729717236317542,-0.7802159748975745,-0.23843047588010435,4.811116341177168,4.248492241,21.042570858026668,23.376822042311115,4.378671676662501,5.940265170748163,3.444321425215998,3.444321425215998,-0.044830984127406846,-2.88590304575855,-0.0165371411125147,0.1745329278174269,0.0,0.0,-10.852078754089282,0.0,-54.925236029667694,-61.626972598180444,-7.048518128329985,10.810697345459339,0.12108307426076233,55.401950404961916,8.072983186270255,1.7454918525243877,-1.9514249935221089,-0.9891438305835736,-0.9401340702649291,1.441934987290301,-0.3062426270386522,0.0212670000000017,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9751775707083652,1.6890873613872417,-0.24405686272815297,-7.311251663862948,12.663686237555519,-0.7882878435753021,-0.7135968739120564,1.6297640169136465,-0.20432596479474152,0.5951930399786935,0.4083850155637772,0.691196805361917
232,102,0.067668296,-0.196887597,-1.000935912,0.33894470299999996,-0.02372317817992775,0.010944593999999998,-0.5305203527815352,1.4033977108591627,-0.035680067404910136,-0.236014903,1.851672411,-2.421093464,4.732156968244913,-0.7713027345894051,-0.2186636616775237,4.793154931468728,4.226171494,20.959204744302223,23.46018815603556,2.5222821636706403,1.594049465245858,7.716012812057059,7.716012812057059,-0.049989488762109895,-2.6456433200947065,0.08663242502758917,0.17453292781742688,0.0,0.0,-10.497374103709118,0.0,-52.90947510679168,-63.9677501533684,-7.535061434688568,10.907332127811653,0.23408673817130835,53.33762569542872,8.043948304394686,7.520326776279262,-1.9490147670270288,-4.293388543647539,-1.012575819154423,1.465747938465842,-1.3392300078991926,0.02442699999999931,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9371718319683937,1.6880074532253166,-0.2453388652909867,-6.973944266848567,12.561271582493916,-0.7865229029658186,-0.7167698011244539,1.6227994647185124,-0.20625410990452986,0.5951930399786935,0.4083850155637772,0.691196805361917
233,103,0.075381361,-0.19639673800000002,-1.000422835,0.31641826,0.004964936251873712,0.00887494,-0.5268103116923553,0.239136406812622,-0.1848747708144746,-0.2538535,1.851353645,-2.421153545,4.7341710395691186,-0.7579533183446888,-0.2198704180869342,4.7752297367611565,4.217366219,20.62574028940445,23.793652610933336,5.836158029321061,3.000293733749058,4.193739998024886,4.193739998024886,-0.05347660360302871,-2.659093002628441,0.040299520709311816,0.17453292781742688,0.0,0.0,-10.813389129430728,0.0,-55.14480055597409,-61.643324659457676,-7.678062720536342,11.104926192632977,0.03988795265634535,55.58709201083516,8.243398243539968,2.8335384028914543,-1.9488571836514332,-2.4181081122213426,-1.039553400602554,1.5035255906564906,-0.7599501172724863,0.02084199999999825,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.8974648847354879,1.686943757443736,-0.24623803920669185,-6.628607698732841,12.459638887393996,-0.7835122156178077,-0.7189146788273977,1.6158188550580141,-0.2075575231810356,0.5951930399786935,0.4083850155637772,0.691196805361917
234,104,0.082101837,-0.195469365,-1.000023007,0.315096527,-0.01712344169192217,0.002575498,-0.5823411953596666,-0.9355046018859757,-0.1092894778498896,-0.269887149,1.850902319,-2.41960907,4.735305295617788,-0.74252135246203,-0.21015270715808754,4.795973211475894,4.215960026,20.50069111881777,23.91870178152,9.0,6.098504534746083,1.0203061506314586,1.0203061506314586,-0.04505743111878282,-2.5411175407378805,0.04213171984550488,0.1745329278174269,0.0,0.0,-10.172988188174026,0.0,-54.99945039422617,-61.55850973634677,-7.615971250553452,11.109707982209445,-0.15604216759458076,55.39640027166413,7.72451094149293,-1.7708664435223065,-1.9497461530038924,2.995468625598746,-1.022246159035811,1.4911894936575283,0.9332740515222778,0.023379000000002037,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9201524555766813,1.6840521310250887,-0.24095895952460178,-6.855349453607163,12.54657941333585,-0.7733901978047585,-0.7137361584280126,1.6197704027703506,-0.20441060611814188,0.5951930399786935,0.4083850155637772,0.691196805361917
235,105,0.090340614,-0.195230454,-0.999804735,0.29066655,-0.08413118652766613,0.00404205,-0.5823411953596666,-0.9355046018859757,-0.1092894778498896,-0.28911387899999996,1.850947022,-2.405061245,4.741279719348461,-0.7197242824126893,-0.21134876007271597,4.872781863601865,4.205567837,20.83415557371556,23.585237326622227,9.0,8.925321560222164,1.452435775905485,1.452435775905485,-0.021150431830769378,-2.5523448471638392,0.04213171984550488,0.174532927817427,0.0,0.0,-10.378986725178999,0.0,-55.06296520998034,-65.24958601237091,-7.310013331471873,10.687117106743619,-0.15604216759458076,55.47053820421128,7.916621406388209,-1.8429902015679096,-1.9486457683934484,5.798203099760187,-0.9504907999663011,1.3896016364825108,1.7499973729514544,0.023379000000002037,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9848715908585448,1.6710349511716194,-0.22144274674449282,-7.574428347143522,12.851558132759486,-0.7336982560310085,-0.6990312828915244,1.6315847557545686,-0.19547465141204534,0.5951930399786935,0.4083850155637772,0.691196805361917
236,0,0.088316619,-0.234513119,-1.129748702,0.04300737,0.12986688501840019,0.05326318,0.0,0.0,0.0,-1.718145609,3.0142230989999996,-3.4731719489999997,4.452013151661526,-0.7854008235873602,-0.6601752546575578,4.606258068294648,4.889679431999999,22.423782920175004,23.79150822346667,2.399001759377686,2.967132798804965,6.295295634510968,6.295295634510968,-0.1318613795821453,-8.43474834732097,0.0,-0.1745329278174269,0.0,0.0,-12.825296745815942,0.0,-54.60668790887798,-64.17201697084627,-3.36382479838155,12.613366721500348,0.0,55.89729030698801,4.676701544052319,5.754172536679098,-1.8580906943965194,0.5602960874635374,-0.4894637405129484,1.835346971381364,0.1892426282746434,0.020788999999998836,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.5166378732173615,1.6933783100738953,-0.3583402519788583,-3.550578206039125,11.63769137729891,-1.0609482810240305,-0.767128106235928,1.5642146029379485,-0.23685617331100417,0.5951930399786935,0.4083850155637772,0.691196805361917
